combination,features,n_features,n_samples,selector,model,mean_spearman,std_spearman,min_spearman,max_spearman
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,none,LinearRegression,0.0596,0.1216,-0.0804,0.2199
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,MLP,0.0595,0.1147,-0.1096,0.249
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,SVR,0.0594,0.1093,-0.0589,0.2343
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,none,KF_SVR,0.0594,0.1736,-0.2876,0.1582
DenseNet121,DenseNet121,3072,339,pca_50,Ridge,0.0594,0.1054,-0.134,0.1772
ResNet50,ResNet50,6144,339,none,KF_Ridge,0.0593,0.1066,-0.1432,0.1583
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,KF_Ridge,0.0592,0.1036,-0.0824,0.184
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_30,KF_Ridge,0.0592,0.0966,-0.0543,0.1917
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,KF_MLP,0.0592,0.1139,-0.1036,0.1856
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_50,KF_MLP,0.0591,0.2143,-0.2588,0.3545
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,none,SVR,0.0586,0.1248,-0.1814,0.1723
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_50,GradientBoosting,0.0584,0.0986,-0.1062,0.1973
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,none,SVR,0.0582,0.1251,-0.181,0.1754
Temporal,R3D,512,339,pca_50,MLP,0.0582,0.1099,-0.0978,0.2075
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,spearman_30,KF_Ridge,0.058,0.0541,0.0141,0.1621
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_50,GradientBoosting,0.0578,0.0998,-0.1062,0.1973
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,GradientBoosting,0.0578,0.0998,-0.1062,0.1973
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,Ridge,0.0576,0.1002,-0.0623,0.1915
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_30,SVR,0.0574,0.0644,-0.0687,0.106
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_30,KF_Ridge,0.0573,0.1118,-0.0493,0.2452
DenseNet121,DenseNet121,3072,339,pca_50,LinearRegression,0.0571,0.116,-0.158,0.1776
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,SVR,0.0571,0.1105,-0.064,0.2002
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_50,KF_GradientBoosting,0.057,0.0534,-0.0167,0.1193
LBP,LBP,768,339,spearman_50,KF_SVR,0.0568,0.1141,-0.1641,0.1555
tcnj_audio_o,tcnj_audio_o,9,339,pca_50,GradientBoosting,0.0568,0.0947,-0.0731,0.1906
tcnj_audio_o,tcnj_audio_o,9,339,pca_30,GradientBoosting,0.0568,0.0947,-0.0731,0.1906
ResNet50,ResNet50,6144,339,spearman_30,KF_LinearRegression,0.0568,0.1432,-0.0657,0.3226
RGBHistogram,RGBHistogram,72,339,pca_30,LinearRegression,0.0567,0.1143,-0.1523,0.1894
RGBHistogram,RGBHistogram,72,339,pca_30,Ridge,0.0567,0.1143,-0.1523,0.1894
EfficientNetB3,EfficientNetB3,4608,339,pca_30,KF_LinearRegression,0.0566,0.0677,-0.0131,0.1783
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,none,SVR,0.0565,0.1234,-0.1793,0.1726
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,Ridge,0.0565,0.0707,-0.0264,0.1482
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,none,GradientBoosting,0.056,0.0383,0.0127,0.1169
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,SVR,0.0559,0.1232,-0.1798,0.1705
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,none,LinearRegression,0.0559,0.044,-0.0036,0.1313
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,KF_Ridge,0.0559,0.0845,-0.1082,0.134
Temporal,R3D,512,339,pca_50,Ridge,0.0559,0.0708,-0.0456,0.1504
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_50,KF_Ridge,0.0558,0.0695,-0.0011,0.1839
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,none,KF_Ridge,0.0558,0.0553,-0.008,0.1416
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_50,KF_Ridge,0.0557,0.1077,-0.1033,0.2092
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,LinearRegression,0.0557,0.1989,-0.2897,0.3012
DenseNet121,DenseNet121,3072,339,spearman_30,SVR,0.0556,0.1374,-0.1424,0.254
LBP,LBP,768,339,spearman_50,GradientBoosting,0.0555,0.1239,-0.131,0.2564
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,LinearRegression,0.0552,0.1513,-0.176,0.2863
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_30,KF_LinearRegression,0.055,0.1461,-0.0992,0.3224
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_30,Ridge,0.055,0.0874,-0.0432,0.2018
LBP,LBP,768,339,none,KF_LinearRegression,0.0547,0.0652,-0.0424,0.1578
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,none,KF_LinearRegression,0.0547,0.0652,-0.0077,0.1683
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,KF_SVR,0.0545,0.0385,0.0136,0.1144
tcnj_audio_o,tcnj_audio_o,9,339,none,MLP,0.0543,0.0776,-0.0508,0.1711
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_50,LinearRegression,0.0542,0.152,-0.1798,0.2851
Temporal,R3D,512,339,none,SVR,0.054,0.1141,-0.0762,0.2574
R3D,R3D,512,339,none,SVR,0.054,0.1141,-0.0762,0.2574
DenseNet121,DenseNet121,3072,339,spearman_30,GradientBoosting,0.054,0.1911,-0.3203,0.1996
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,SVR,0.0539,0.1125,-0.1409,0.1616
Temporal,R3D,512,339,spearman_30,LinearRegression,0.0538,0.0454,-0.0248,0.0973
R3D,R3D,512,339,spearman_30,LinearRegression,0.0538,0.0454,-0.0248,0.0973
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,none,KF_MLP,0.0538,0.1606,-0.2579,0.2063
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,SVR,0.0534,0.078,-0.081,0.1546
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_50,KF_Ridge,0.0534,0.0903,-0.0443,0.2226
Audio,tcnj_audio_c|tcnj_audio_o,36,339,none,GradientBoosting,0.0534,0.1073,-0.1494,0.1473
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,KF_LinearRegression,0.0532,0.0863,-0.078,0.1242
AlexNet,AlexNet,12288,339,spearman_30,Ridge,0.0532,0.1652,-0.237,0.2451
Temporal,R3D,512,339,pca_30,SVR,0.053,0.055,-0.002,0.1582
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,pca_30,KF_GradientBoosting,0.0529,0.1702,-0.2443,0.2391
AlexNet,AlexNet,12288,339,spearman_30,LinearRegression,0.0528,0.1648,-0.2379,0.2401
R3D,R3D,512,339,spearman_30,Ridge,0.0528,0.0455,-0.0251,0.0977
Temporal,R3D,512,339,spearman_30,Ridge,0.0528,0.0455,-0.0251,0.0977
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,KF_MLP,0.0527,0.0726,-0.0655,0.1301
Audio,tcnj_audio_c|tcnj_audio_o,36,339,spearman_50,GradientBoosting,0.0527,0.0979,-0.1339,0.1418
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_30,LinearRegression,0.0524,0.192,-0.2767,0.2968
DenseNet121,DenseNet121,3072,339,none,SVR,0.0523,0.1957,-0.262,0.2694
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_50,KF_Ridge,0.0522,0.0779,-0.0706,0.1453
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_30,KF_Ridge,0.0522,0.0779,-0.0706,0.1453
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_50,LinearRegression,0.0522,0.1115,-0.1198,0.2302
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,none,KF_Ridge,0.0522,0.0779,-0.0706,0.1453
DenseNet121,DenseNet121,3072,339,none,KF_SVR,0.0521,0.1879,-0.2566,0.2808
DenseNet121,DenseNet121,3072,339,spearman_30,KF_GradientBoosting,0.0519,0.1049,-0.0835,0.1932
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_50,KF_Ridge,0.0519,0.0943,-0.0523,0.1733
Temporal,R3D,512,339,pca_50,LinearRegression,0.0518,0.0722,-0.047,0.151
LBP,LBP,768,339,none,KF_GradientBoosting,0.0518,0.0762,-0.0446,0.1693
R3D,R3D,512,339,pca_50,LinearRegression,0.0518,0.0774,-0.0564,0.1612
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,none,KF_LinearRegression,0.0518,0.0688,-0.0173,0.1729
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_50,KF_GradientBoosting,0.0516,0.0549,-0.0264,0.1411
VGG,VGG,12288,339,pca_30,Ridge,0.0515,0.1751,-0.2669,0.2525
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_50,MLP,0.0513,0.0991,-0.0546,0.1977
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_50,KF_SVR,0.0511,0.1585,-0.2242,0.2361
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_30,KF_Ridge,0.0511,0.1261,-0.1017,0.2415
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_50,KF_GradientBoosting,0.0508,0.0356,0.0103,0.1149
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_30,GradientBoosting,0.0506,0.0864,-0.0354,0.1836
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,LinearRegression,0.0505,0.0667,-0.0273,0.1482
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_30,KF_LinearRegression,0.0504,0.1071,-0.1021,0.1523
tcnj_audio_o,tcnj_audio_o,9,339,spearman_30,MLP,0.0503,0.1187,-0.1298,0.2115
tcnj_audio_o,tcnj_audio_o,9,339,spearman_50,MLP,0.0503,0.1187,-0.1298,0.2115
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,spearman_50,SVR,0.0501,0.089,-0.0247,0.1974
R3D,R3D,512,339,none,KF_LinearRegression,0.0501,0.169,-0.238,0.2589
Temporal,R3D,512,339,none,KF_LinearRegression,0.0501,0.169,-0.238,0.2589
DenseNet121,DenseNet121,3072,339,spearman_30,KF_SVR,0.0501,0.156,-0.1596,0.265
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_50,SVR,0.0501,0.089,-0.0247,0.1974
ResNet50,ResNet50,6144,339,spearman_30,KF_MLP,0.05,0.1133,-0.1427,0.2012
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_50,SVR,0.05,0.0887,-0.0247,0.1966
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_50,KF_GradientBoosting,0.05,0.1318,-0.1278,0.2095
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,SVR,0.05,0.0887,-0.0247,0.1966
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,KF_GradientBoosting,0.0497,0.0812,-0.066,0.1735
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_50,KF_GradientBoosting,0.0497,0.0812,-0.066,0.1735
LBP,LBP,768,339,pca_30,KF_LinearRegression,0.0495,0.1687,-0.2587,0.2541
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_50,KF_Ridge,0.0494,0.0978,-0.0445,0.181
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_50,SVR,0.0492,0.1666,-0.1433,0.3122
tcnj_emotion,tcnj_emotion,19,339,spearman_50,KF_GradientBoosting,0.0489,0.0252,0.0003,0.0668
tcnj_emotion,tcnj_emotion,19,339,none,KF_GradientBoosting,0.0489,0.0252,0.0003,0.0668
tcnj_emotion,tcnj_emotion,19,339,spearman_30,KF_GradientBoosting,0.0489,0.0252,0.0003,0.0668
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,KF_MLP,0.0489,0.0816,-0.0661,0.1474
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,none,KF_MLP,0.0488,0.1191,-0.1521,0.2118
AlexNet,AlexNet,12288,339,pca_50,KF_MLP,0.0487,0.0419,-0.0211,0.0947
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,none,KF_GradientBoosting,0.0484,0.1289,-0.1774,0.2195
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,none,KF_MLP,0.0484,0.1719,-0.2066,0.2634
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_30,GradientBoosting,0.0483,0.1297,-0.1243,0.1814
AlexNet,AlexNet,12288,339,spearman_30,MLP,0.0482,0.1752,-0.145,0.3766
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,GradientBoosting,0.0481,0.1148,-0.0498,0.1913
AlexNet,AlexNet,12288,339,spearman_50,KF_GradientBoosting,0.0479,0.1179,-0.1791,0.1646
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,spearman_30,GradientBoosting,0.0477,0.0875,-0.1033,0.1274
VGG,VGG,12288,339,pca_50,LinearRegression,0.0477,0.1479,-0.1934,0.2679
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_50,KF_MLP,0.0477,0.0758,-0.0655,0.1301
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_30,LinearRegression,0.0474,0.08,-0.0414,0.1766
VGG,VGG,12288,339,spearman_30,SVR,0.0474,0.0968,-0.0881,0.1538
DenseNet121,DenseNet121,3072,339,pca_50,KF_LinearRegression,0.0473,0.0818,-0.1107,0.1154
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_50,KF_LinearRegression,0.0471,0.1589,-0.1023,0.356
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,KF_GradientBoosting,0.0471,0.0492,-0.0029,0.1295
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_50,KF_SVR,0.0468,0.093,-0.0611,0.1773
ResNet50,ResNet50,6144,339,none,KF_LinearRegression,0.0468,0.0831,-0.114,0.1202
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_30,SVR,0.0468,0.1135,-0.1108,0.2419
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_50,KF_Ridge,0.0466,0.1723,-0.2788,0.1733
R3D,R3D,512,339,none,KF_GradientBoosting,0.0465,0.1267,-0.1089,0.2461
Temporal,R3D,512,339,none,KF_GradientBoosting,0.0465,0.1267,-0.1089,0.2461
AlexNet,AlexNet,12288,339,pca_50,Ridge,0.0461,0.1153,-0.1507,0.209
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,none,LinearRegression,0.0461,0.084,-0.0926,0.144
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,KF_MLP,0.046,0.1203,-0.0798,0.2547
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,SVR,0.0457,0.075,-0.0969,0.1084
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_30,KF_Ridge,0.0457,0.1115,-0.0916,0.2271
DenseNet121,DenseNet121,3072,339,spearman_50,Ridge,0.0456,0.0679,-0.0767,0.1291
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_30,KF_MLP,0.0452,0.1326,-0.1335,0.1983
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_50,GradientBoosting,0.0449,0.0745,-0.0653,0.1304
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_50,Ridge,0.0449,0.0973,-0.0806,0.2139
DenseNet121,DenseNet121,3072,339,spearman_50,LinearRegression,0.0448,0.0687,-0.0799,0.1277
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,KF_LinearRegression,0.0445,0.0634,-0.0728,0.1097
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_30,KF_Ridge,0.0443,0.1127,-0.1261,0.1715
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,none,KF_MLP,0.0443,0.1062,-0.0914,0.1593
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_30,KF_MLP,0.0443,0.1062,-0.0914,0.1593
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,GradientBoosting,0.0443,0.0752,-0.0301,0.1797
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,spearman_50,KF_MLP,0.0443,0.0651,-0.0561,0.1125
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_50,KF_MLP,0.0443,0.1062,-0.0914,0.1593
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,spearman_30,KF_LinearRegression,0.0442,0.1317,-0.1258,0.2806
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,spearman_50,KF_MLP,0.0442,0.0481,-0.0247,0.1258
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,spearman_50,GradientBoosting,0.0442,0.1504,-0.2226,0.2154
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,none,LinearRegression,0.0441,0.1032,-0.0831,0.1814
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,SVR,0.0441,0.1703,-0.1544,0.3189
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_50,Ridge,0.0438,0.1161,-0.1485,0.2172
tcnj_audio_c,tcnj_audio_c,27,339,none,GradientBoosting,0.0438,0.122,-0.0901,0.226
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,LinearRegression,0.0434,0.1694,-0.2336,0.2836
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_30,KF_Ridge,0.0433,0.1141,-0.1731,0.1515
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,none,Ridge,0.0433,0.1049,-0.0816,0.1726
